source_text,original_description,cleaned_description,prefill_merchant_in_csv,local_provider,local_direction,local_counterparty,local_pick_merchant,local_is_unknown,server_provider,server_direction,server_counterparty,server_prefill_merchant,server_ai_merchant,server_final_decision,final_decision,decision_source
MALLORCA SENSE FAM PALMA ESP,,,Restaurant,unknown,,,Mallorca Sense Fam Palma,0,,,,,,,Mallorca Sense Fam Palma,local
NAVARRO DISCOUNT PHARM DORAL,,,NAVARRO DISCOUNT PHARM,unknown,,,Navarro Discount Pharm Doral,0,,,,,,,Navarro Discount Pharm Doral,local
"PALAU SOLEDAT, LA ESP",,,Restaurant,unknown,,,"Palau Soledat, La Esp",0,,,,,,,"Palau Soledat, La Esp",local
PUBLIX #1571 DORAL,,,Publix,unknown,,,Publix Doral,0,,,,,,,Publix Doral,local
QUARTERA PALMA ESP,,,QUARTERA PALMA ESP,unknown,,,Quartera Palma Esp,0,,,,,,,Quartera Palma Esp,local
CAFE PASTELIER PALMA ESP,,,Cafe Pastelier Palma,unknown,,,Cafe Pastelier Palma Esp,0,,,,,,,Cafe Pastelier Palma Esp,local
CHEVRON 0204900 855-285-9595,,,Chevron,unknown,,,Chevron,0,,,,,,,Chevron,local
"NU MALLORCA MURO, ISLAS B ESP",,,Restaurant,unknown,,,"Nu Mallorca Muro, Islas",0,,,,,,,"Nu Mallorca Muro, Islas",local
WODDY MARE PALMA ESP,,,Restaurant,unknown,,,Woddy Mare Palma Esp,0,,,,,,,Woddy Mare Palma Esp,local
UBER TRIP           HTTPS://HELP.UBER.COCA,,,Uber,unknown,,,Uber Trip Https //Help.Uber.Coca,0,,,,,,,Uber Trip Https //Help.Uber.Coca,local
CASAJULIAN MADRID ESP,,,CASAJULIAN,unknown,,,Casajulian Madrid Esp,0,,,,,,,Casajulian Madrid Esp,local
LAS COLUMNAS DE RECOLE MADRID ESP,,,LAS COLUMNAS DE RECOLE MADRID,unknown,,,Las Columnas De Recole,0,,,,,,,Las Columnas De Recole,local
NYX*ABServiciosSelecta TorrejondeArd ESP,,,ABServiciosSelecta,unknown,,,Nyx Abserviciosselecta Torrejondeard Esp,0,,,,,,,Nyx Abserviciosselecta Torrejondeard Esp,local
PALMA SUITES PZA.MERCA PALMA ESP,,,PALMA SUITES,unknown,,,Palma Suites Pza.Merca Palma,0,,,,,,,Palma Suites Pza.Merca Palma,local
NON-WELLS FARGO ATM TRANSACTION FEE,,,Financial Transactions,unknown,,,Non-Wells Fargo Atm,0,,,,,,,Non-Wells Fargo Atm,local
NON-WF ATM WITHDRAWAL AUTHORIZED ON 07/19 CAMAESTROVICTORIA8 MADRID ESP ATM ID EDES5527,,,Financial Transactions,unknown,,,Non-Wf Atm Authorized On,0,,,,,,,Non-Wf Atm Authorized On,local
AUTOPAY PAYMENT - THANK YOU,,,Financial Transactions,unknown,,,Autopay Payment Thank You,0,,,,,,,Autopay Payment Thank You,local
UBER TRIP           HTTPS://HELP.UBER.COCA,,,Uber,unknown,,,Uber Trip Https //Help.Uber.Coca,0,,,,,,,Uber Trip Https //Help.Uber.Coca,local
AMAZON MKTPL*WZ9PY3QI3 Amzn.com/billWA,,,Amazon,unknown,,,Amazon Mktpl Amzn.Com/Billwa,0,,,,,,,Amazon Mktpl Amzn.Com/Billwa,local
AMAZON MKTPL*X72T55Z03 Amzn.com/billWA,,,Amazon,unknown,,,Amazon Mktpl Amzn.Com/Billwa,0,,,,,,,Amazon Mktpl Amzn.Com/Billwa,local
AMAZON RETA* KZ3N99X23 SEATTLE,,,Amazon,unknown,,,Amazon Reta Seattle,0,,,,,,,Amazon Reta Seattle,local
CITI CARD ONLINE PAYMENT 250720 MICHEL FALENI,,,Financial Transactions,unknown,,,Citi Card Michel Faleni,0,,,,,,,Citi Card Michel Faleni,local
ONLINE TRANSFER FROM BUSINESSLINE LINE OF CREDIT,,,Transfers,unknown,,,From Businessline Line Of,0,,,,,,,From Businessline Line Of,local
AIR EUROPA LINEAS AERE LLUCMAJOR ESP,,,AIR EUROPA,unknown,,,Air Europa Lineas Aere,0,,,,,,,Air Europa Lineas Aere,local
EL RANA VERDE 01 Aranjuez ESP,,,EL RANA VERDE,unknown,,,El Rana Verde Aranjuez,0,,,,,,,El Rana Verde Aranjuez,local
GOOGLE *Google One 650-253-0000,,,Google,unknown,,,Google Google One,0,,,,,,,Google Google One,local
LAS COLUMNAS DE RECOLE MADRID ESP,,,LAS COLUMNAS DE RECOLE,unknown,,,Las Columnas De Recole,0,,,,,,,Las Columnas De Recole,local
LIC 14706 ADOLFO VAQUE LEGANES ESP,,,Taxi Espana,unknown,,,Lic Adolfo Vaque Leganes,0,,,,,,,Lic Adolfo Vaque Leganes,local
LICENCIA 5122 MADRID ESP,,,Taxi Espana,unknown,,,Licencia Madrid Esp,0,,,,,,,Licencia Madrid Esp,local
PUENTES DE ORGAZ MADRID ESP,,,Restaurant,unknown,,,Puentes De Orgaz Madrid,0,,,,,,,Puentes De Orgaz Madrid,local
SumUp *BATRUN MANAGEM ARANJUEZ ESP,,,BATRUN MANAGEM,unknown,,,Sumup Batrun Managem Aranjuez,0,,,,,,,Sumup Batrun Managem Aranjuez,local
DRUNI MAD29-VELAZQUEZ MADRID ESP,,,DRUNI,unknown,,,Druni -Velazquez Madrid Esp,0,,,,,,,Druni -Velazquez Madrid Esp,local
HELADERIA FRIGO MADRID ESP,,,HELADERIA FRIGO MADRID,unknown,,,Heladeria Frigo Madrid Esp,0,,,,,,,Heladeria Frigo Madrid Esp,local
LAS COLUMNAS DE RECOLE MADRID ESP,,,LAS COLUMNAS DE RECOLE,unknown,,,Las Columnas De Recole,0,,,,,,,Las Columnas De Recole,local
MJ MUNOZ MADRID ESP,,,Restaurant,unknown,,,Mj Munoz Madrid Esp,0,,,,,,,Mj Munoz Madrid Esp,local
PRIMOR GOYA MADRID ESP,,,PRIMOR,unknown,,,Primor Goya Madrid Esp,0,,,,,,,Primor Goya Madrid Esp,local
TABERNA O CALDINO 01 MADRID ESP,,,TABERNA O CALDINO,unknown,,,Taberna O Caldino Madrid,0,,,,,,,Taberna O Caldino Madrid,local
TAXI 11571 LAS ROZAS ESP,,,Taxi Espana,unknown,,,Taxi Las Rozas Esp,0,,,,,,,Taxi Las Rozas Esp,local
ZARA ESPANA MADRID ESP,,,Zara,unknown,,,Zara Espana Madrid Esp,0,,,,,,,Zara Espana Madrid Esp,local
10234 ZARAGOZA P.INDEP ZARAGOZA ESP,,,Restaurant,unknown,,,Zaragoza P.Indep Zaragoza Esp,0,,,,,,,Zaragoza P.Indep Zaragoza Esp,local
AC HOTEL RECOLETOS FOH MADRID ESP,,,AC Hotel Recoletos,unknown,,,Ac Hotel Recoletos Foh,0,,,,,,,Ac Hotel Recoletos Foh,local
ANGEL DAVID LARREA 140 MADRID ESP,,,Restaurant,unknown,,,Angel David Larrea Madrid,0,,,,,,,Angel David Larrea Madrid,local
BOSTON ZARAGOZA CENTRO ZARAGOZA ESP,,,Restaurant,unknown,,,Boston Zaragoza Centro Zaragoza,0,,,,,,,Boston Zaragoza Centro Zaragoza,local
DIESEL Madrid ESP,,,DIESEL,unknown,,,Diesel Madrid Esp,0,,,,,,,Diesel Madrid Esp,local
FARMACIA LOS SOPORTALE SAN LORENZO D ESP,,,FARMACIA LOS SOPORTALE,unknown,,,Farmacia Los Soportale San,0,,,,,,,Farmacia Los Soportale San,local
IPARK EL ESCORIAL SAN LORENZO D ESP,,,IPARK,unknown,,,Ipark El Escorial San,0,,,,,,,Ipark El Escorial San,local
LAS VIANDAS SAN LORENZO D ESP,,,LAS VIANDAS SAN LORENZO,unknown,,,Las Viandas San Lorenzo,0,,,,,,,Las Viandas San Lorenzo,local
Tumi La Rozas Las Rozas ESP,,,Tumi,unknown,,,Tumi La Rozas Las,0,,,,,,,Tumi La Rozas Las,local
GOOGLE *YT PRIMETIME G.CO/HELPPAY#,,,Google,unknown,,,Google Yt Primetime G.Co/Helppay,0,,,,,,,Google Yt Primetime G.Co/Helppay,local
UBER TRIP           HTTPS://HELP.UBER.COCA,,,Uber,unknown,,,Uber Trip Https //Help.Uber.Coca,0,,,,,,,Uber Trip Https //Help.Uber.Coca,local
ONLINE TRANSFER TO PERSONAL LINE OF CREDIT,,,Transfers,unknown,,,To Personal Line Of,0,,,,,,,To Personal Line Of,local
BODEGAS ALTO MONCAYO BORJA ESP,,,Bodegas Alto Moncayo,unknown,,,Bodegas Alto Moncayo Borja,0,,,,,,,Bodegas Alto Moncayo Borja,local
FARMACIA CARMEN PLAZA ZARAGOZA ESP,,,FARMACIA CARMEN,unknown,,,Farmacia Carmen Plaza Zaragoza,0,,,,,,,Farmacia Carmen Plaza Zaragoza,local
FARMACIA CLAVER ZARAGOZA ESP,,,FARMACIA CLAVER,unknown,,,Farmacia Claver Zaragoza Esp,0,,,,,,,Farmacia Claver Zaragoza Esp,local
ME VA ME VA ZARAGOZA ESP,,,Restaurant,unknown,,,Me Va Me Va,0,,,,,,,Me Va Me Va,local
MULAYA ZARAGOZA ESP,,,Restaurant,unknown,,,Mulaya Zaragoza Esp,0,,,,,,,Mulaya Zaragoza Esp,local
MULAYA ZARAGOZA ESP,,,Restaurant,unknown,,,Mulaya Zaragoza Esp,0,,,,,,,Mulaya Zaragoza Esp,local
RESTAURANTE BIROLLA 4 ZARAGOZA ESP,,,RESTaurante Birolla,unknown,,,Restaurante Birolla Zaragoza Esp,0,,,,,,,Restaurante Birolla Zaragoza Esp,local
FPL DIRECT DEBIT ELEC PYMT 07/25 PPDA MICHEL R FALENI,,,FPL,unknown,,,Fpl Direct Elec Pymt,0,,,,,,,Fpl Direct Elec Pymt,local
NON-WELLS FARGO ATM TRANSACTION FEE,,,Financial Transactions,unknown,,,Non-Wells Fargo Atm,0,,,,,,,Non-Wells Fargo Atm,local
NON-WF ATM WITHDRAWAL AUTHORIZED ON 07/17 100490072 ZARAGOZA ESP ATM,,,Financial Transactions,unknown,,,Non-Wf Atm Authorized On,0,,,,,,,Non-Wf Atm Authorized On,local
AMAZON MKTPL*724P437W3 Amzn.com/billWA,,,Financial Transactions,unknown,,,Amazon Mktpl Amzn.Com/Billwa,0,,,,,,,Amazon Mktpl Amzn.Com/Billwa,local
FNAC PLAZA ESPANA ZARAGOZA ESP,,,FNAC,unknown,,,Fnac Plaza Espana Zaragoza,0,,,,,,,Fnac Plaza Espana Zaragoza,local
GASTROBAR COSTA 8 ZARAGOZA ESP,,,Gastrobar Costa,unknown,,,Gastrobar Costa Zaragoza Esp,0,,,,,,,Gastrobar Costa Zaragoza Esp,local
LA REPUBLICANA ZARAGOZA ESP,,,La Republicana,unknown,,,La Republicana Zaragoza Esp,0,,,,,,,La Republicana Zaragoza Esp,local
XI STORE ZARAGOZA ESP,,,XI Store,unknown,,,Xi Store Zaragoza Esp,0,,,,,,,Xi Store Zaragoza Esp,local
ONLINE TRANSFER TO BROUGH A EVERYDAY CHECKING VARIOS MIRADOR,,,Transfers,unknown,,,To Brough A Everyday,0,,,,,,,To Brough A Everyday,local
RECURRING TRANSFER TO FALENI M PLATINUM SAVINGS,,,Transfers,unknown,,,Recurring To Faleni M,0,,,,,,,Recurring To Faleni M,local
BRIEF ATOCHA MADRID ESP,,,Brief Atocha,unknown,,,Brief Atocha Madrid Esp,0,,,,,,,Brief Atocha Madrid Esp,local
LA REPUBLICANA ZARAGOZA ESP,,,La Republicana,unknown,,,La Republicana Zaragoza Esp,0,,,,,,,La Republicana Zaragoza Esp,local
NATL GEN INS*RECURRING 800-462-2123,,,National General Insurance,unknown,,,Natl Gen Ins Recurring,0,,,,,,,Natl Gen Ins Recurring,local
"SQ *CAFE NOLASCO, S.L. ZARAGOZA ESP",,,Cafe Nolasco,unknown,,,"Sq Cafe Nolasco, S.L.",0,,,,,,,"Sq Cafe Nolasco, S.L.",local
TARIN GRUPO JOYERO SL ZARAGOZA ESP,,,Tarin Grupo Joyero,unknown,,,Tarin Grupo Joyero Sl,0,,,,,,,Tarin Grupo Joyero Sl,local
RECURRING TRANSFER FROM FALENI M CHECKING SUELDO MICH,,,Transfers,unknown,,,Recurring From Faleni M,0,,,,,,,Recurring From Faleni M,local
PAYPAL *theereek,,,PayPal,unknown,,,Paypal Theereek,0,,,,,,,Paypal Theereek,local
"BUS TELE SVCS DIRECT DEP 250715A2Q FALENI,MICHEL",,,Bus Tele Services,unknown,,,Bus Tele Svcs Direct,0,,,,,,,Bus Tele Svcs Direct,local
CITI CARD ONLINE PAYMENT 250714 MICHEL FALENI,,,Citi Card,unknown,,,Citi Card Michel Faleni,0,,,,,,,Citi Card Michel Faleni,local
RECURRING TRANSFER TO FALENI M CHECKING SUELDO MICH,,,Transfers,unknown,,,Recurring To Faleni M,0,,,,,,,Recurring To Faleni M,local
00176 TAXI MADRID MADRID ESP,,,Taxi,unknown,,,Taxi Madrid Madrid Esp,0,,,,,,,Taxi Madrid Madrid Esp,local
HOLMAN INEOSGRENADIER FORT LAUDERDA,,,Holman,unknown,,,Holman Ineosgrenadier Fort Lauderda,0,,,,,,,Holman Ineosgrenadier Fort Lauderda,local
MATSURI MARRAKECH Marrakech MAR,,,Matsuri,unknown,,,Matsuri Marrakech Marrakech Mar,0,,,,,,,Matsuri Marrakech Marrakech Mar,local
OKLM INVESTMENT MKCH Marrakech MAR,,,OKLM Investment,unknown,,,Oklm Investment Mkch Marrakech,0,,,,,,,Oklm Investment Mkch Marrakech,local
RESTAURANTE LA TRAINER MADRID ESP,,,Restaurante La Trainer,unknown,,,Restaurante La Trainer Madrid,0,,,,,,,Restaurante La Trainer Madrid,local
BMW BANK BMWFS PYMT 250711,,,Moto,unknown,,,Bmw Bank Bmwfs Pymt,0,,,,,,,Bmw Bank Bmwfs Pymt,local
CARD PROVISIONAL CREDIT,,,Restaurant,unknown,,,Card Provisional,0,,,,,,,Card Provisional,local
NON-WELLS FARGO ATM TRANSACTION FEE,,,Financial Transactions,unknown,,,Non-Wells Fargo Atm,0,,,,,,,Non-Wells Fargo Atm,local
NON-WF ATM WITHDRAWAL AUTHORIZED ON 07/12 1 RUE MOULAY ISMAIL PL casablanca MAR ATM ID EDMA0045,,,Financial Transactions,unknown,,,Non-Wf Atm Authorized On,0,,,,,,,Non-Wf Atm Authorized On,local
AMZN MKTP ES        800-279-6620,,,Amazon,unknown,,,Amzn Mktp Es,0,,,,,,,Amzn Mktp Es,local
CITI CARD ONLINE PAYMENT 250713 MICHEL FALENI,,,Citi Card,unknown,,,Citi Card Michel Faleni,0,,,,,,,Citi Card Michel Faleni,local
ONLINE TRANSFER FROM PERSONAL LINE OF CREDIT,,,Transfers,unknown,,,From Personal Line Of,0,,,,,,,From Personal Line Of,local
ATLAS MONTGOLFIERE Marrakech MAR,,,Atlas Montgolfiere,unknown,,,Atlas Montgolfiere Marrakech Mar,0,,,,,,,Atlas Montgolfiere Marrakech Mar,local
"ONLINE PAYMENT, THANK YOU",,,Financial Transactions,unknown,,,Thank You,0,,,,,,,Thank You,local
BILLETTERIE LJS Marrakech MAR,,,Billetterie LJS,unknown,,,Billetterie Ljs Marrakech Mar,0,,,,,,,Billetterie Ljs Marrakech Mar,local
BOULGRIE ABOUFIRASSI 3 Marrakech MAR,,,Boulgrie Aboufirassi,unknown,,,Boulgrie Aboufirassi Marrakech Mar,0,,,,,,,Boulgrie Aboufirassi Marrakech Mar,local
KSOUR BIO Marrakech MAR,,,Ksour Bio,unknown,,,Ksour Bio Marrakech Mar,0,,,,,,,Ksour Bio Marrakech Mar,local
L'ADRESSE MARRAKECH MAR,,,L'Adresse,unknown,,,L'Adresse Marrakech Mar,0,,,,,,,L'Adresse Marrakech Mar,local
Lodging H NELIA SIGNAT Marrakech MAR,,,Lodging H Nelia Signat,unknown,,,Lodging H Nelia Signat,0,,,,,,,Lodging H Nelia Signat,local
REST LA MAMOUNIA A Marrakech MAR,,,Rest La Mamounia,unknown,,,Rest La Mamounia A,0,,,,,,,Rest La Mamounia A,local
REST LA MAMOUNIA A Marrakech MAR,,,Rest La Mamounia,unknown,,,Rest La Mamounia A,0,,,,,,,Rest La Mamounia A,local
NON-WELLS FARGO ATM TRANSACTION FEE,,,Financial Transactions,unknown,,,Non-Wells Fargo Atm,0,,,,,,,Non-Wells Fargo Atm,local
NON-WF ATM WITHDRAWAL AUTHORIZED ON 07/11 AEROPORT MARRAK MARRAKECH MAR ATM,,,Financial Transactions,unknown,,,Non-Wf Atm Authorized On,0,,,,,,,Non-Wf Atm Authorized On,local
ONLINE TRANSFER FROM PERSONAL LINE OF CREDIT,,,Transfers,unknown,,,From Personal Line Of,0,,,,,,,From Personal Line Of,local
HUDSONNEWS ST709 MIAMI,,,Hudson News,unknown,,,Hudsonnews Miami,0,,,,,,,Hudsonnews Miami,local
NETFLIX.COM NETFLIX.COM CA S465190300017579,,,Netflix,unknown,,,Netflix.Com Netflix.Com Ca,0,,,,,,,Netflix.Com Netflix.Com Ca,local
EXPERIAN* CREDIT REPO COSTA MESA,,,Experian,unknown,,,Experian Repo Costa Mesa,0,,,,,,,Experian Repo Costa Mesa,local
AT&T UVERSE PAYMENT,,,AT&T,unknown,,,At&T Uverse Payment,0,,,,,,,At&T Uverse Payment,local
Guarantee Manage RESIDENT,,,Guarantee Management,unknown,,,Guarantee Manage Resident,0,,,,,,,Guarantee Manage Resident,local
JPMorgan Chase Ext Trnsfr 250707 MICHEL FALENI FERNANDE,,,Car Andre,unknown,,,Jpmorgan Chase Ext Trnsfr,0,,,,,,,Jpmorgan Chase Ext Trnsfr,local
MPA PARKING PAY BY MIAMI FL S305185806740261,,,MPA PARKING,unknown,,,Mpa Parking Pay By,0,,,,,,,Mpa Parking Pay By,local
ONLINE TRANSFER TO BROUGH A EVERYDAY CHECKING PELUQUERIA,,,Peluqueria,unknown,,,To Brough A Everyday,0,,,,,,,To Brough A Everyday,local
RECURRING TRANSFER TO FALENI M PLATINUM SAVINGS CAR INSURANCE REPAYMENT TO SAVINGS,,,Transfers,unknown,,,Recurring To Faleni M,0,,,,,,,Recurring To Faleni M,local
"SHEINUSServices,LL 137-2105366 DE S305185808388914",,,SHEIN,unknown,,,"Sheinusservices,Ll De",0,,,,,,,"Sheinusservices,Ll De",local
"SHEINUSServices,LL 137-2105366 DE S385185805553500",,,SHEIN,unknown,,,"Sheinusservices,Ll De",0,,,,,,,"Sheinusservices,Ll De",local
AMZN MKTP ES*RC1KE9Q800-279-6620,,,Amazon,unknown,,,Amzn Mktp Es,0,,,,,,,Amzn Mktp Es,local
"BK OF AMER MC ONLINE PMT 250707 CKF828154125POS FALENI FERNANDEZ,MICHE",,,Bank of America,unknown,,,Bk Of Amer Mc,0,,,,,,,Bk Of Amer Mc,local
ONLINE TRANSFER TO BUSINESSLINE LINE OF CREDIT,,,Transfers,unknown,,,To Businessline Line Of,0,,,,,,,To Businessline Line Of,local
ZELLE FROM JUAN C FLOREZ ON 07/05 REF # JPM99BEPM49H,,,Juan C Florez,zelle,from,JUAN C FLOREZ ON 07,Zelle From JUAN C FLOREZ ON 07,0,,,,,,,Zelle From JUAN C FLOREZ ON 07,local
ALACENA DE ARAGON ZARAGOZA ESP,,,Alacena de Aragon,unknown,,,Alacena De Aragon Zaragoza,0,,,,,,,Alacena De Aragon Zaragoza,local
CASA LAC ZARAGOZA ESP,,,CASA LAC ZARAGOZA,unknown,,,Casa Lac Zaragoza Esp,0,,,,,,,Casa Lac Zaragoza Esp,local
SP VINONUEVA MIAMI,,,Vinonueva,unknown,,,Sp Vinonueva Miami,0,,,,,,,Sp Vinonueva Miami,local
INTEREST CHARGED ON PURCHASES,,,Financial Transactions,unknown,,,Charged On Purchases,0,,,,,,,Charged On Purchases,local
AMZN MKTP ES*RC6WI7L800-279-6620,,,Amazon,unknown,,,Amzn Mktp Es,0,,,,,,,Amzn Mktp Es,local
WWW.BUNK1.COM       ATLANTA,,,Bunk1,unknown,,,Www. .Com Atlanta,0,,,,,,,Www. .Com Atlanta,local
BA ELECTRONIC PAYMENT,,,Financial Transactions,unknown,,,Ba Electronic Payment,0,,,,,,,Ba Electronic Payment,local
PENNYMAC CASH Jul 25-0058 Michel Faleni,,,Balmoral Estates,unknown,,,Pennymac Cash Jul Michel,0,,,,,,,Pennymac Cash Jul Michel,local
HARPERANDNEYER ZGZ ZARAGOZA ESP,,,HARPERANDNEYER,unknown,,,Harperandneyer Zgz Zaragoza Esp,0,,,,,,,Harperandneyer Zgz Zaragoza Esp,local
"ISTOURS, INC. FOLSOM",,,ISTOURS,unknown,,,"Istours, Inc. Folsom",0,,,,,,,"Istours, Inc. Folsom",local
ONLINE TRANSFER TO BROUGH A EVERYDAY CHECKING COMPRAS VARIAS AMAZON CASA,,,Amazon,unknown,,,To Brough A Everyday,0,,,,,,,To Brough A Everyday,local
ONLINE TRANSFER TO BROUGH A EVERYDAY CHECKING GASOLINA,,,Transfers,unknown,,,To Brough A Everyday,0,,,,,,,To Brough A Everyday,local
RECURRING TRANSFER FROM FALENI M CHECKING SUELDO MICH,,,Transfers,unknown,,,Recurring From Faleni M,0,,,,,,,Recurring From Faleni M,local
NETFLIX.COM         866-579-7172,,,Netflix,unknown,,,Netflix.Com,0,,,,,,,Netflix.Com,local
AMAZON MKTPLACE PMTS Amzn.com/billWA,,,Amazon,unknown,,,Amazon Mktplace Pmts Amzn.Com/Billwa,0,,,,,,,Amazon Mktplace Pmts Amzn.Com/Billwa,local
APPLECARD GSBANK PAYMENT 063025 1881361 Michel Faleni,,,Financial Transactions,unknown,,,Applecard Gsbank Payment Michel,0,,,,,,,Applecard Gsbank Payment Michel,local
RECURRING TRANSFER TO FALENI M CHECKING SUELDO MICH,,,Transfers,unknown,,,Recurring To Faleni M,0,,,,,,,Recurring To Faleni M,local
RECURRING TRANSFER TO FALENI M PLATINUM SAVINGS,,,Transfers,unknown,,,Recurring To Faleni M,0,,,,,,,Recurring To Faleni M,local
INTEREST PAYMENT,,,Financial Transactions,unknown,,,Payment,0,,,,,,,Payment,local
SANTANDER BILLPAY,,,Car Mich,unknown,,,Santander Billpay,0,,,,,,,Santander Billpay,local
THE UPS STORE 6106 786-3689119 FL S585178592035561,,,The UPS Store,unknown,,,The Ups Store Fl,0,,,,,,,The Ups Store Fl,local
WALGREENS STORE 1011 ALTO MIAMI BEACH FL P385179732054636,,,Walgreens,unknown,,,Walgreens Store Alto Miami,0,,,,,,,Walgreens Store Alto Miami,local
ZELLE TO KUKENAM CAMP ON 06/28 SUETER LORENZO CAMP,,,Kukenam Camp,zelle,to,KUKENAM CAMP ON 06,Zelle To KUKENAM CAMP ON 06,0,,,,,,,Zelle To KUKENAM CAMP ON 06,local
OPENAI *CHATGPT SUBSSAN FRANCISCO,,,OpenAI,unknown,,,Openai Chatgpt Subssan Francisco,0,,,,,,,Openai Chatgpt Subssan Francisco,local
AMAZON MKTPL*NQ7B442W1 Amzn.com/billWA,,,Amazon,unknown,,,Amazon Mktpl Amzn.Com/Billwa,0,,,,,,,Amazon Mktpl Amzn.Com/Billwa,local
AMAZON RETA* NA97U82P1 SEATTLE,,,Amazon,unknown,,,Amazon Reta Seattle,0,,,,,,,Amazon Reta Seattle,local
"BUS TELE SVCS DIRECT DEP 250630A2Q FALENI,MICHEL",,,BTS,unknown,,,Bus Tele Svcs Direct,0,,,,,,,Bus Tele Svcs Direct,local
"BUS TELE SVCS DIRECT DEP 250630A2Q FALENI,MICHEL",,,BTS,unknown,,,Bus Tele Svcs Direct,0,,,,,,,Bus Tele Svcs Direct,local
INTEREST PAYMENT,,,Financial Transactions,unknown,,,Payment,0,,,,,,,Payment,local
ONLINE TRANSFER TO PERSONAL LINE OF CREDIT,,,Transfers,unknown,,,To Personal Line Of,0,,,,,,,To Personal Line Of,local
CHEVRON 0204900 855-285-9595,,,Chevron,unknown,,,Chevron,0,,,,,,,Chevron,local
CVS/PHARMACY #03705 MIAMI,,,CVS,unknown,,,Cvs/Pharmacy Miami,0,,,,,,,Cvs/Pharmacy Miami,local
CVS/PHARMACY #03705 MIAMI,,,CVS,unknown,,,Cvs/Pharmacy Miami,0,,,,,,,Cvs/Pharmacy Miami,local
ROSINELLA MIAMI BEACH,,,Rosinella,unknown,,,Rosinella Miami Beach,0,,,,,,,Rosinella Miami Beach,local
MB-PARKING PARKMOBILE MIAMI BEACH,,,Parkmobile,unknown,,,Mb-Parking Parkmobile Miami Beach,0,,,,,,,Mb-Parking Parkmobile Miami Beach,local
ROSS STORES #1110 MIAMI BEACH,,,Ross,unknown,,,Ross Stores Miami Beach,0,,,,,,,Ross Stores Miami Beach,local
T J MAXX # 1137 MIAMI BEACH,,,T J Maxx,unknown,,,T J Maxx Miami,0,,,,,,,T J Maxx Miami,local
TRADER JOE S #779 MIAMI BEACH,,,Trader Joe's,unknown,,,Trader Joe S Miami,0,,,,,,,Trader Joe S Miami,local
WAL-MART #2091 DORAL,,,Walmart,unknown,,,Wal-Mart Doral,0,,,,,,,Wal-Mart Doral,local
WALGREENS #10983 MIAMI BEACH,,,Walgreens,unknown,,,Walgreens Miami Beach,0,,,,,,,Walgreens Miami Beach,local
Whole Foods SBE 10285 866-216-1072,,,Whole Foods,unknown,,,Whole Foods Sbe,0,,,,,,,Whole Foods Sbe,local
AMAZON MKTPL*N37G78L82 Amzn.com/billWA,,,Amazon,unknown,,,Amazon Mktpl Amzn.Com/Billwa,0,,,,,,,Amazon Mktpl Amzn.Com/Billwa,local
AMAZON MKTPL*N39C58LK2 Amzn.com/billWA,,,Amazon,unknown,,,Amazon Mktpl Amzn.Com/Billwa,0,,,,,,,Amazon Mktpl Amzn.Com/Billwa,local
AMAZON MKTPLACE PMTS Amzn.com/billWA,,,Amazon,unknown,,,Amazon Mktplace Pmts Amzn.Com/Billwa,0,,,,,,,Amazon Mktplace Pmts Amzn.Com/Billwa,local
AMAZON MKTPLACE PMTS Amzn.com/billWA,,,Amazon,unknown,,,Amazon Mktplace Pmts Amzn.Com/Billwa,0,,,,,,,Amazon Mktplace Pmts Amzn.Com/Billwa,local
AMAZON MKTPLACE PMTS Amzn.com/billWA,,,Amazon,unknown,,,Amazon Mktplace Pmts Amzn.Com/Billwa,0,,,,,,,Amazon Mktplace Pmts Amzn.Com/Billwa,local
PUBLIX #655 DORAL,,,Publix,unknown,,,Publix Doral,0,,,,,,,Publix Doral,local
TST*CVI.CHE 105 - MIAM Miami Beach,,,Restaurant,unknown,,,Tst Cvi.Che Miam Miami,0,,,,,,,Tst Cvi.Che Miam Miami,local
Whole Foods SBE 10285 866-216-1072,,,Whole Foods,unknown,,,Whole Foods Sbe,0,,,,,,,Whole Foods Sbe,local
ZELLE TO LEON ROCIO ON 06/27 PSICOLOGO,,,Psychologo,zelle,to,LEON ROCIO ON 06,Zelle To LEON ROCIO ON 06,0,,,,,,,Zelle To LEON ROCIO ON 06,local
CELEBRITY CRUISES   MIAMI,,,Celebrity Cruises,unknown,,,Celebrity Cruises Miami,0,,,,,,,Celebrity Cruises Miami,local
FATHIA INVESTMENTS LIM NASSAU BHS,,,Fathia Investments,unknown,,,Fathia Investments Lim Nassau,0,,,,,,,Fathia Investments Lim Nassau,local
FAB'S CONCH SALAD BIMINI BHS,,,Fab's Conch Salad,unknown,,,Fab'S Conch Salad Bimini,0,,,,,,,Fab'S Conch Salad Bimini,local
FAB'S CONCH SALAD BIMINI BHS,,,Fab's Conch Salad,unknown,,,Fab'S Conch Salad Bimini,0,,,,,,,Fab'S Conch Salad Bimini,local
INTERNATIONAL PURCHASE TRANSACTION FEE,,,Financial Transactions,unknown,,,International,0,,,,,,,International,local
RECURRING PAYMENT INTL AUTHORIZED ON 06/25 Amazon Prime*G38YD amazon.es/prm LUX S305176269946421,,,Amazon Prime,unknown,,,Recurring Payment Intl Authorized,0,,,,,,,Recurring Payment Intl Authorized,local
